record_id,title,claim,claim_type,evidence_excerpt,source_url,source_access_status,source_gap_reason,evidence_level,is_core_evidence,core_evidence_reason,review_status,role,notes,updated_at_utc,library_version_id,evidence_lifecycle,protocol_status,date_verification_status
f4640a9dd6ab85d0,An Optical–SAR Remote Sensing Image Automatic Registration Model Based on Multi-Constraint Optimization,,,,https://doi.org/10.3390/rs18020333,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
6b5cf4037f4467ae,An Overview of Coastline Extraction from Remote Sensing Data,,,,https://doi.org/10.3390/rs15194865,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
839c37d39d9d9260,"AnySat: One Earth Observation Model for Many Resolutions, Scales, and Modalities",,,,https://openaccess.thecvf.com/content/CVPR2025/html/Astruc_AnySat_One_Earth_Observation_Model_for_Many_Resolutions_Scales_and_CVPR_2025_paper.html,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
0fafde1f9e38cdba,"Artificial intelligence for geoscience: Progress, challenges, and perspectives",,,,https://doi.org/10.1016/j.xinn.2024.100691,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
a3ef8449d770617b,Artificial Intelligence Meets Flexible Sensors: Emerging Smart Flexible Sensing Systems Driven by Machine Learning and Artificial Synapses,,,,https://doi.org/10.1007/s40820-023-01235-x,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
c5717de3e0f75f7c,"Author response for ""HLMamba: Hybrid Lightweight Mamba-Based Fusion Network for Dense Prediction of Remote Sensing Images""",,,,https://doi.org/10.1109/tgrs.2025.3590548/v3/response1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
86b43cd4ae1aa4a4,Background-Aware Cross-Attention Multiscale Fusion for Multispectral Object Detection,,,,https://doi.org/10.3390/rs16214034,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
fdf26abd6110b0d4,Bionic eye movement transformer for cross-domain semantic segmentation of high-resolution remote sensing images,,,,https://doi.org/10.1117/12.3032269,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
79dfb86663f490af,Block Sparse Flash Attention,,,,http://arxiv.org/abs/2512.07011v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
7d66122b2e3ba304,Brewing Stronger Features: Dual-Teacher Distillation for Multispectral Earth Observation,,,,http://arxiv.org/abs/2602.19863v3,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
7f3e2082d0f31b0e,Bridging Remote Sensors with Multisensor Geospatial Foundation Models,,,,https://openaccess.thecvf.com/content/CVPR2024/html/Han_Bridging_Remote_Sensors_with_Multisensor_Geospatial_Foundation_Models_CVPR_2024_paper.html,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
04718d5c35694f76,CFRANet: Cross-Modal Frequency-Responsive Attention Network for Thermal Power Plant Detection in Multispectral High-Resolution Remote Sensing Images,,,,https://doi.org/10.3390/rs17152706,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
6974f4c1c0394f3d,CGEarthEye:A High-Resolution Remote Sensing Vision Foundation Model Based on the Jilin-1 Satellite Constellation,,,,http://arxiv.org/abs/2507.00356v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
4f0fc494990c6934,Change Detection Methods for Remote Sensing in the Last Decade: A Comprehensive Review,,,,https://doi.org/10.3390/rs16132355,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
97edaab9369b5467,Change detection of multisource remote sensing images: a review,,,,https://doi.org/10.1080/17538947.2024.2398051,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
90d1ebfb76aa9190,Change-Agent: Towards Interactive Comprehensive Remote Sensing Change Interpretation and Analysis,,,,http://arxiv.org/abs/2403.19646v3,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
b55ec020a3319ea0,CLoE: Expert Consistency Learning for Robust Missing Modality Segmentation,,,,http://arxiv.org/abs/2603.09316v2,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
444b0f3a2a31a27a,Cloud removal with optical and SAR imagery via multimodal similarity attention,,,,https://doi.org/10.1016/j.isprsjprs.2025.05.004,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
99df6ae90ed61e4b,Common Practices and Taxonomy in Deep Multiview Fusion for Remote Sensing Applications,,,,https://doi.org/10.1109/jstars.2024.3361556,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
ec7a89404599fd9d,Composed Image Retrieval for Remote Sensing,,,,http://arxiv.org/abs/2405.15587v3,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
1cb92c81cfcce2a1,Convergence Rates for Softmax Gating Mixture of Experts,,,,http://arxiv.org/abs/2503.03213v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
243e4529752b4753,Copyright,,,,https://doi.org/10.1016/b978-0-443-15311-2.00009-4,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
dd7b2a2bb51ac594,Corrections to “DASK-Net: A Lightweight Dual-Attention Selective Kernel Network for Efficient Dense Prediction in Remote Sensing Imagery”,,,,https://doi.org/10.1109/tgrs.2025.3576881,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
4bffba5ad5dc6ea8,CROMA: Remote Sensing Representations with Contrastive Radar-Optical Masked Autoencoders,,,,https://doi.org/10.52202/075280-0241,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
3f7d680c1b3ebd15,Cross-Attention Fusion Network for Hyperspectral-SAR-RGB Multimodal Remote Sensing Semantic Segmentation,,,,https://doi.org/10.1109/i3ctcon68242.2026.11507198,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
a8cbd6ab3041afd0,Cross-city matters: A multimodal remote sensing benchmark dataset for cross-city semantic segmentation using high-resolution domain adaptation networks,,,,https://doi.org/10.1016/j.rse.2023.113856,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
29762cf7a124da46,Cross-Image Attention for Zero-Shot Appearance Transfer,,,,http://arxiv.org/abs/2311.03335v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
1746fde0b69e03b9,Cross-scale feature interaction and graph attention for semantic segmentation of high-resolution remote sensing imagery,,,,https://doi.org/10.1038/s41598-026-65183-3,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
ea1b600b29e2c297,Cross-sensor self-supervised training and alignment for remote sensing,,,,http://arxiv.org/abs/2405.09922v2,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
692ab2f07a4218e1,CROSSAN: Towards Efficient and Effective Adaptation of Multiple Multimodal Foundation Models for Sequential Recommendation,,,,http://arxiv.org/abs/2504.10307v2,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
d83977942965f8bd,"CryoSentinel: A Multimodal Foundation-Model Segmenter for Glacial Lakes in High Mountain Asia from Sentinel-1 SAR, Sentinel-2 Optical, and Copernicus DEM Imagery",,,,https://doi.org/10.31223/x5n47b,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
1025a4f3c0a2ee43,CSFMamba: Cross State Fusion Mamba Operator for Multimodal Remote Sensing Image Classification,,,,http://arxiv.org/abs/2509.00677v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
1b7d32b08db66e1a,CSWin-UNet: Transformer UNet with cross-shaped windows for medical image segmentation,,,,https://doi.org/10.1016/j.inffus.2024.102634,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
cb15a84cb1d1ec89,Data-driven model validation for neutrino-nucleus cross section measurements,,,,http://arxiv.org/abs/2411.03280v2,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
46838d79f6d55a97,"Decision letter for ""HLMamba: Hybrid Lightweight Mamba-Based Fusion Network for Dense Prediction of Remote Sensing Images""",,,,https://doi.org/10.1109/tgrs.2025.3590548/v1/decision1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
d5280410482b35cc,"Decision letter for ""HLMamba: Hybrid Lightweight Mamba-Based Fusion Network for Dense Prediction of Remote Sensing Images""",,,,https://doi.org/10.1109/tgrs.2025.3590548/v3/decision1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
56d72f1f4310754b,"Decision letter for ""HLMamba: Hybrid Lightweight Mamba-Based Fusion Network for Dense Prediction of Remote Sensing Images""",,,,https://doi.org/10.1109/tgrs.2025.3590548/v2/decision1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
d390155feac077bc,"Deep learning and computer vision in plant disease detection: a comprehensive review of techniques, models, and trends in precision agriculture",,,,https://doi.org/10.1007/s10462-024-11100-x,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
a53a2fc1c71c416e,Deep Learning in Image-Based Plant Phenotyping,,,,https://doi.org/10.1146/annurev-arplant-070523-042828,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
97a6bb11ffeb593e,Deep Learning Methods for Semantic Segmentation in Remote Sensing with Small Data: A Survey,,,,https://doi.org/10.3390/rs15204987,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
b6d2caf5619471a1,Deep-Learning-Based Semantic Segmentation of Remote Sensing Images: A Survey,,,,https://doi.org/10.1109/jstars.2023.3335891,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
6b630126dfa37985,DeMo: Decoupled Feature-Based Mixture of Experts for Multi-Modal Object Re-Identification,,,,https://doi.org/10.1609/aaai.v39i8.32878,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
db581caa8b6f5657,Digital Twin Technology for Urban Flood Risk Management: A Systematic Review of Remote Sensing Applications and Early Warning Systems,,,,https://doi.org/10.3390/rs17173104,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
8437e6944a404a9e,Disentangled Feature Representation Learning for SAR to Optical Image Translation,,,,https://doi.org/10.1109/ingarss67683.2025.11584076,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
e1dcf3fcc5484d09,DMDiff: A Dual-Branch Multimodal Conditional Guided Diffusion Model for Cloud Removal Through SAR-Optical Data Fusion,,,,https://doi.org/10.3390/rs17060965,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
535a6bd1b1d49f7b,DOFA-CLIP: Multimodal Vision-Language Foundation Models for Earth Observation,,,,http://arxiv.org/abs/2503.06312v2,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
da34c7f595c856cb,Domain Adaptation for Satellite-Borne Multispectral Cloud Detection,,,,https://doi.org/10.3390/rs16183469,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
2b4368a26b9fb59a,DRSNet: Rotated-ROI Ship Segmentation for SAR Images Based on Dual-Scale Cross Attention,,,,https://doi.org/10.1109/lgrs.2024.3420251,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
98ee47b14b96a7dd,DUNIA: Pixel-Sized Embeddings via Cross-Modal Alignment for Earth Observation Applications,,,,https://proceedings.mlr.press/v267/fayad25a.html,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
18b5de90f6a752ab,Dynamic Adapter Meets Prompt Tuning: Parameter-Efficient Transfer Learning for Point Cloud Analysis,,,,https://doi.org/10.1109/cvpr52733.2024.01393,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
c1e54da4d3c32577,Earth observation via tomographic synthetic aperture radar,,,,https://doi.org/10.1016/b978-0-443-15311-2.00002-1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
d8d81486f1495749,Earth-Adapter: Bridge the Geospatial Domain Gaps with Mixture of Frequency Adaptation,,,,https://arxiv.org/abs/2504.06220,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
56a20fdd6efa2bdb,ECCV 2024 W-CODA: 1st Workshop on Multimodal Perception and Comprehension of Corner Cases in Autonomous Driving,,,,http://arxiv.org/abs/2507.01735v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
f9db00c2a9a5134a,Edge intelligence unleashed: a survey on deploying large language models in resource-constrained environments,,,,https://doi.org/10.55056/jec.1000,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
028ce06fcb121de2,Efficient Diffusion Model for SAR-Assisted Optical Remote Sensing Image Cloud Removal,,,,https://doi.org/10.1109/igarss55030.2025.11243696,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
436b8a4e67726b5b,Efficient Multimodal Streaming Recommendation via Expandable Side Mixture-of-Experts,,,,http://arxiv.org/abs/2508.05993v3,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
487b5a5d78cae08c,Efficient Prompt Tuning of Large Vision-Language Model for Fine-Grained Ship Classification,,,,https://doi.org/10.1109/tgrs.2024.3509721,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
ed214532bf7c217b,Efficient Tomato Leaf Disease Classification Using Adapter Based Fine Tuning of Vision Transformers,,,,https://doi.org/10.71129/ijaci.v2i2.pp127-138,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
e7649fda638572db,EHR-RAGp: Retrieval-Augmented Prototype-Guided Foundation Model for Electronic Health Records,,,,http://arxiv.org/abs/2605.12335v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
e6a5ef4c8d685b5e,Embodied AI with Foundation Models for Mobile Service Robots: A Systematic Review,,,,https://doi.org/10.3390/robotics15030055,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
a942062603eef245,"Emerging trends in gis and remote sensing technologies for environmental monitoring: innovations, applications, and future directions",,,,https://doi.org/10.4467/21995923gp.25.002.22857,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
46d42ccf8dbf076f,Enhancing the Digital Earth via Digital Decimal Geolocation and the FAIR Data Principles,,,,https://doi.org/10.3389/esss.2024.10110,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
72732bb1e9c63304,Evaluating and Steering Modality Preferences in Multimodal Large Language Model,,,,http://arxiv.org/abs/2505.20977v3,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
a777f18228a27cf3,Evolution and Prospects of Foundation Models: From Large Language Models to Large Multimodal Models,,,,https://doi.org/10.32604/cmc.2024.052618,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
2a2e102ced3d5216,ExpertFlow: Efficient Mixture-of-Experts Inference via Predictive Expert Caching and Token Scheduling,,,,http://arxiv.org/abs/2410.17954v2,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
ce4b023506ebb5ef,Explainable and Interpretable Multimodal Large Language Models: A Comprehensive Survey,,,,https://doi.org/10.48550/arxiv.2412.02104,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
b0d30e7527ec7dfc,Exploring Efficient Open-Vocabulary Segmentation in the Remote Sensing,,,,https://doi.org/10.1609/aaai.v40i8.37521,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
434011419ee7de54,Few-shot adaptation of multi-modal foundation models: a survey,,,,https://doi.org/10.1007/s10462-024-10915-y,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
b68a7778f4322ff6,Few-Shot Remote Sensing Scene Classification Based on Diffusion Augmentation and Multimodal Feature Fusion,,,,https://doi.org/10.20944/preprints202603.0447.v1,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
098c85bd33eb8de8,Few-Shot Remote Sensing Scene Classification Based on Multimodal Feature Fusion,,,,https://doi.org/10.1109/icgmrs70230.2026.11542236,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
184d40671d998d5c,FlashSpeech: Efficient Zero-Shot Speech Synthesis,,,,http://arxiv.org/abs/2404.14700v4,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
6d075b3cb37f3a21,"Foundation models and intelligent decision-making: Progress, challenges, and perspectives",,,,https://doi.org/10.1016/j.xinn.2025.100948,,,metadata_or_abstract,,,unreviewed,build,,2026-08-19T17:29:11.892688+00:00,,provisional,not_checked,unverified
